,contract_count_10,contract_count_11,contract_count_14,contract_count_15,contract_count_20,contract_count_21,contract_count_24,contract_count_25,contract_count_30,contract_count_31,contract_face_10,contract_face_11,contract_face_14,contract_face_15,contract_face_20,contract_face_21,contract_face_24,contract_face_25,contract_face_30,contract_face_31,date,stock_snm_x,zanzon,bid,offer,rate,remaining_years_from,remaining_years_to,simple_yield_1days_from_ope,simple_yield_2days_from_ope,simple_yield_fluctuation_2to1,simple_yield_fluctuation_3to2,amount_sum,bid_price,balance,stock_snm_x.1,aggre_rate_buy,aggre_rate_sell,fluctuation_buy_rate,fluctuation_sell_rate
1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,175,11.4,2002,6225,0.005,10,25,0.04,0.04,0,0,16044,14635,4685,175,-0.11,-0.16,1,1
1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,175,11.4,2009,4236,-0.005,10,25,0.045,0.04,0.005,-0.015,16044,14635,4703,175,-0.090620155,-0.16,1,1
1603,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,9.789041096,4505,10517,-0.006,5,10,0.034,0.036,-0.002,-0.004,16044,14635,4703,175,-0.090620155,-0.064748062,1,1
1604,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,9.789041096,4505,10517,-0.006,5,10,0.034,0.036,-0.002,-0.004,16044,14635,4703,175,-0.090620155,-0.064748062,1,1
1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,185,1.893150685,2802,7575,-0.009,1,3,-0.14,-0.14,0,-0.001,58650,51837,6380,185,-0.111818182,-0.125,1,1
1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,185,1.893150685,2805,9329,0.001,1,3,-0.14,-0.146,0.006,0.004,58650,51837,6380,185,-0.111818182,-0.125,1,1
1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,185,1.893150685,2801,10792,0.007,1,3,-0.15,-0.15,0,0,58650,51837,6380,185,-0.111818182,-0.125,1,1
1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,185,1.893150685,2806,8089,-0.002,1,3,-0.149,-0.149,0,-0.004,58650,51837,12590,185,-0.111818182,-0.125,1,1
1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,85,2.142465753,2801,10792,0.007,1,3,-0.15,-0.15,0,0,58394,51940,6895,85,-0.101910112,-0.105,1,1
1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,2.142465753,2806,8089,-0.002,1,3,-0.149,-0.149,0,-0.004,58394,51940,9610,85,-0.087440191,-0.105,1,1
1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,2.361643836,2802,7575,-0.009,1,3,-0.155,-0.155,0,-0.001,18926,17298,10860,24,-0.08,-0.069931193,1,1
1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,2.361643836,2805,9329,0.001,1,3,-0.154,-0.16,0.006,0.005,18926,17298,10860,24,-0.046666667,-0.069931193,1,1
1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,2.361643836,2801,10792,0.007,1,3,-0.165,-0.165,0,0,18926,17298,10860,24,-0.046666667,-0.069931193,1,1
1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,2.361643836,2806,8089,-0.002,1,3,-0.164,-0.164,0,-0.005,18926,17298,3925,24,-0.008676471,-0.069931193,1,1
1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64,2.389041096,2802,7575,-0.009,1,3,-0.155,-0.155,0,-0.001,18924,17384,6442,64,-0.085,0.01,1,1
1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,64,2.389041096,2805,9329,0.001,1,3,-0.154,-0.16,0.006,0.005,18924,17384,6442,64,-0.085,0.01,1,1
1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,64,2.389041096,2801,10792,0.007,1,3,-0.165,-0.165,0,0,18924,17384,6442,64,-0.085,0.01,1,1
1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,2.389041096,2806,8089,-0.002,1,3,-0.164,-0.164,0,-0.005,18924,17384,6380,64,-0.085,0.01,1,1
1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,52,2.394520548,2802,7575,-0.009,1,3,-0.155,-0.155,0,-0.001,20534,17422,7760,52,-0.07,0.01,1,1
1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,2.394520548,2805,9329,0.001,1,3,-0.154,-0.16,0.006,0.005,20534,17422,7760,52,-0.07,0.01,1,1
1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,52,2.394520548,2801,10792,0.007,1,3,-0.165,-0.165,0,0,20534,17422,7760,52,-0.07,0.01,1,1
1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,2.394520548,2806,8089,-0.002,1,3,-0.164,-0.164,0,-0.005,20534,17422,6895,52,-0.07,0.01,1,1
1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,88,1.619178082,2801,10792,0.007,1,3,-0.155,-0.155,0,0,24990,23127,17242,88,-0.095,0.01,1,1
1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,1.619178082,2806,8089,-0.002,1,3,-0.154,-0.154,0,-0.005,24990,23127,20785,88,-0.095,0.01,1,1
1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,60,2,2802,7575,-0.009,1,3,-0.15,-0.15,0,-0.001,24135,21090,14033,60,-0.075,0.01,1,1
1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,2,2805,9329,0.001,1,3,-0.149,-0.155,0.006,0.005,24135,21090,14033,60,-0.075,0.01,1,1
1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,60,2,2801,10792,0.007,1,3,-0.16,-0.16,0,0,24135,21090,14033,60,-0.075,0.01,1,1
1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,2,2806,8089,-0.002,1,3,-0.159,-0.159,0,-0.005,24135,21090,17966,60,-0.075,0.01,1,1
1629,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,194,1.01369863,2807,8563,0.005,1,3,-0.209,-0.209,0,0.001,22989,21085,14029,194,-0.08,-0.09,1,0
1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,194,1.997260274,2802,7575,-0.009,1,3,-0.15,-0.15,0,-0.001,22989,21085,16114,194,-0.07,0.01,1,1
1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,194,1.997260274,2805,9329,0.001,1,3,-0.149,-0.155,0.006,0.005,22989,21085,16114,194,-0.07,0.01,1,1
1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,194,1.997260274,2801,10792,0.007,1,3,-0.16,-0.16,0,0,22989,21085,16114,194,-0.07,0.01,1,1
1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,194,1.997260274,2806,8089,-0.002,1,3,-0.159,-0.159,0,-0.005,22989,21085,14033,194,-0.07,0.01,1,1
1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,236,4.915068493,3004,9967,0.002,3,5,-0.145,-0.151,0.006,0.004,83587,68614,24643,236,0.097801418,0.150860656,1,1
1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,248,5.002739726,4503,17126,0,5,10,-0.144,-0.145,0.001,0.005,49940,45694,14189,248,0.077428356,0.237792916,1,1
1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,248,5.002739726,4508,17045,-0.001,5,10,-0.155,-0.155,0,0,49940,45694,14189,248,0.041785858,0.237792916,1,1
1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,56,4.8,3003,9877,0.003,3,5,-0.145,-0.145,0,-0.001,26979,24689,12384,56,0.12,0.255,1,1
1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,4.8,3004,9967,0.002,3,5,-0.145,-0.15,0.005,0.005,26979,24689,12384,56,0.12,0.255,1,1
1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,56,4.8,3004,11719,0.003,3,5,-0.155,-0.155,0,0,26979,24689,12384,56,0.12,0.255,1,1
1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,4.8,3007,9577,-0.008,3,5,-0.154,-0.154,0,-0.005,26979,24689,14189,56,-0.038333333,0.255,1,1
1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,210,5,3003,9877,0.003,3,5,-0.155,-0.155,0,-0.001,26966,24806,12724,210,0.129281015,0.331355189,1,1
1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,210,5,3004,9967,0.002,3,5,-0.154,-0.16,0.006,0.005,26966,24806,12724,210,0.129281015,0.331355189,1,1
1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,210,5,3004,11719,0.003,3,5,-0.165,-0.165,0,0,26966,24806,12724,210,0.129281015,0.331355189,1,1
1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,210,5,3007,9577,-0.008,3,5,-0.164,-0.164,0,-0.005,26966,24806,12384,210,0.120561041,0.331355189,1,1
1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4.920547945,3003,9877,0.003,3,5,-0.155,-0.155,0,-0.001,29125,24795,17960,9,0.190733945,0.270730337,1,1
1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,4.920547945,3004,11719,0.003,3,5,-0.165,-0.165,0,0,29125,24795,17960,9,0.177652174,0.270730337,1,1
1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4.920547945,3007,9577,-0.008,3,5,-0.164,-0.164,0,-0.005,29125,24795,12724,9,0.177652174,0.270730337,1,1
1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,164,2.394520548,2802,7575,-0.009,1,3,-0.155,-0.155,0,-0.001,31010,24647,22551,164,-0.115,-0.1,1,1
1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,164,2.394520548,2805,9329,0.001,1,3,-0.154,-0.16,0.006,0.005,31010,24647,22551,164,-0.115,-0.1,1,1
1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,164,2.394520548,2801,10792,0.007,1,3,-0.165,-0.165,0,0,31010,24647,22551,164,-0.115,-0.1,1,1
1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,164,2.394520548,2806,8089,-0.002,1,3,-0.164,-0.164,0,-0.005,31010,24647,17960,164,-0.1125,-0.1,1,1
1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45,1.843835616,2802,7575,-0.009,1,3,-0.14,-0.14,0,-0.001,3988,3988,3270,45,0,-0.095,1,1
1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,1.843835616,2805,9329,0.001,1,3,-0.14,-0.144,0.004,0.001,3988,3988,3270,45,0,-0.095,1,1
1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,45,1.843835616,2801,10792,0.007,1,3,-0.145,-0.145,0,0,3988,3988,3270,45,0,-0.095,1,1
1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,1.843835616,2806,8089,-0.002,1,3,-0.143,-0.144,0.001,-0.004,3988,3988,1886,45,0,-0.095,1,1
1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,2.42739726,2802,7575,-0.009,1,3,-0.145,-0.145,0,-0.001,3989,3989,3722,32,-0.065,0.01,1,1
1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,2.42739726,2805,9329,0.001,1,3,-0.145,-0.15,0.005,0.005,3989,3989,3722,32,-0.065,0.01,1,1
1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,2.42739726,2801,10792,0.007,1,3,-0.155,-0.155,0,0,3989,3989,3722,32,-0.065,0.01,1,1
1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,2.42739726,2806,8089,-0.002,1,3,-0.153,-0.154,0.001,-0.004,3989,3989,1887,32,-0.065,0.01,1,1
1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,2.41369863,2802,7575,-0.009,1,3,-0.145,-0.145,0,-0.001,9973,9973,7248,25,-0.026,-0.095,1,1
1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,2.41369863,2805,9329,0.001,1,3,-0.145,-0.15,0.005,0.005,9973,9973,7248,25,-0.026,-0.095,1,1
1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,2.41369863,2801,10792,0.007,1,3,-0.155,-0.155,0,0,9973,9973,7248,25,-0.026,-0.095,1,1
1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2.41369863,2806,8089,-0.002,1,3,-0.153,-0.154,0.001,-0.004,9973,9973,4951,25,-0.026,-0.095,1,1
1201,32,6,0,0,5,10,0,0,0,0,17800000000,-24500000000,0,0,6700000000,0,0,0,0,0,6,96,5.115068493,4514,12857,0.002,5,10,-0.135,-0.145,0.01,0.005,49270,41867,14894,96,-0.059928819,-0.055670139,2,2
626,2,2,0,0,1,0,0,0,0,0,-6300000000,5600000000,0,0,700000000,0,0,0,0,0,9,163,28.04931507,1007,2811,-0.004,25,-1,0.695,0.705,-0.01,0,26120,21971,18473,163,-0.077318008,0.007969349,2,2
1082,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-11200000000,0,0,0,0,3,220,4.495890411,3004,9967,0.002,3,5,-0.079,-0.085,0.006,0,50432,40056,5948,220,-0.007719457,-0.135188679,2,1
731,2,0,0,0,2,2,0,0,0,0,-200000000,0,0,0,200000000,0,0,0,0,0,6,169,1.112328767,2807,8563,0.005,1,3,-0.209,-0.209,0,0.001,18930,17279,7161,169,-0.024310345,-0.032482759,2,2
737,4,4,1,0,4,1,0,0,0,0,53000000000,-53000000000,3000000000,0,4000000000,-7000000000,0,0,0,0,6,275,1.364383562,2807,8563,0.005,1,3,-0.205,-0.208,0.003,0.002,58521,51923,18031,275,-0.037674119,-0.125023646,2,0
1346,9,5,2,0,77,44,10,0,0,0,-14000000000,10700000000,14000000000,0,-23500000000,7800000000,5000000000,0,0,0,0,12,9.789041096,4505,10517,-0.006,5,10,0.035,0.036,-0.001,-0.004,25262,21754,58075,12,-0.09224334,-0.141421495,2,2
491,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1700000000,-6400000000,0,0,0,0,8,34,18.02739726,2009,4236,-0.005,10,25,0.446,0.445,0.001,-0.021,39123,32696,21324,34,-0.083653846,-0.11970297,2,0
289,26,0,0,0,4,1,0,0,0,0,1200000000,0,0,0,-700000000,-500000000,0,0,0,0,9,138,12.78630137,2009,4992,-0.017,10,25,0.16,0.16,0,-0.005,25152,20080,3568,138,-0.057922569,-0.044523135,2,0
1262,0,0,0,0,7,2,0,0,0,0,0,0,0,0,15200000000,-31000000000,0,0,0,0,8,286,6.769863014,4507,10756,-0.003,5,10,-0.059,-0.065,0.006,-0.01,76633,65544,55617,286,-0.074007634,-0.10652027,2,0
1442,0,1,0,0,0,0,0,0,0,0,0,-300000000,0,0,0,0,0,0,0,0,4,44,6.978082192,4512,16888,0.014,5,10,-0.05,-0.055,0.005,-0.01,11980,11980,1783,44,-0.036666667,-0.14,2,1
429,11,1,0,2,2,1,0,0,0,0,500000000,-1000000000,0,0,0,500000000,0,0,0,0,9,283,15.54246575,2009,4992,-0.017,10,25,0.29,0.295,-0.005,-0.005,12752,11002,3198,283,-0.068619048,0.004761905,2,2
1082,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-11200000000,0,0,0,0,3,220,4.495890411,3004,9967,0.002,3,5,-0.079,-0.085,0.006,0,50432,40056,5948,220,-0.007719457,-0.135188679,2,1
735,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-12300000000,0,0,0,0,1,169,1.01369863,2806,8089,-0.002,1,3,-0.123,-0.124,0.001,-0.004,18930,17279,7541,169,-0.007142857,-0.093,2,1
1091,3,3,0,0,0,2,0,0,0,0,20000000000,-20000000000,0,0,0,0,0,0,0,0,6,270,4.863013699,3004,10410,0.006,3,5,-0.145,-0.154,0.009,0.005,25226,20868,11447,270,-0.060634417,-0.032085646,2,0
1030,2,1,0,0,3,4,0,0,0,0,0,10000000000,0,0,1500000000,-11500000000,0,0,0,0,9,262,3.284931507,3003,6580,-0.012,3,5,-0.11,-0.126,0.016,0.004,47219,40063,24303,262,-0.033437041,-0.08752128,2,0
87,2,0,0,0,3,2,0,0,0,0,-100000000,0,0,0,700000000,-600000000,0,0,0,0,0,94,19.30136986,2017,5475,-0.007,10,25,0.475,0.48,-0.005,-0.005,6111,5998,648,94,-0.02,-0.05,2,2
1249,0,0,0,0,11,4,2,0,0,0,0,0,0,0,16500000000,-55600000000,1300000000,0,0,0,8,191,6.271232877,4507,10756,-0.003,5,10,-0.06,-0.065,0.005,-0.009,25961,21769,20317,191,-0.043474576,-0.128181818,2,0
902,0,0,0,0,2,1,0,0,0,0,0,0,0,0,32000000000,-5000000000,0,0,0,0,1,266,2.764383562,2806,8089,-0.002,1,3,-0.098,-0.1,0.002,0,25085,20116,8421,266,-0.055512821,-0.063733333,2,2
1028,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-22400000000,0,0,0,0,7,262,3.252054795,3004,11719,0.003,3,5,-0.1,-0.1,0,-0.001,47219,40063,13338,262,-0.014121879,-0.130539023,2,1
971,2,6,0,0,32,34,1,0,0,0,6600000000,-20000000000,0,0,4600000000,8900000000,-100000000,0,0,0,6,90,2.863013699,2807,8563,0.005,1,3,-0.184,-0.19,0.006,0.005,84655,70411,56410,90,-0.097426304,-0.060708617,2,2
1229,0,0,0,0,3,1,0,0,0,0,0,0,0,0,17100000000,-2500000000,0,0,0,0,8,58,5.767123288,4507,10756,-0.003,5,10,-0.06,-0.065,0.005,-0.009,77230,65559,35956,58,-0.019183347,-0.120384489,2,0
659,0,0,0,0,8,1,0,0,0,0,0,0,0,0,12500000000,-1000000000,0,0,0,0,8,177,29.5369863,1008,3028,-0.008,25,-1,0.835,0.83,0.005,-0.02,25163,21698,11013,177,-0.107328244,-0.115560538,2,0
670,0,0,0,0,1,1,0,0,0,0,0,0,0,0,500000000,-500000000,0,0,0,0,8,221,30.78630137,1008,3028,-0.008,25,-1,0.725,0.72,0.005,-0.02,7277,7018,1222,221,0,-0.15,2,1
452,10,2,0,0,2,2,0,0,0,0,-1300000000,500000000,0,0,800000000,0,0,0,0,0,9,65,16.29315068,2009,4992,-0.017,10,25,0.33,0.335,-0.005,-0.005,37907,32823,17246,65,-0.058442029,0.009009662,2,2
893,2,0,0,0,0,1,0,0,0,0,50000000000,0,0,0,0,-3000000000,0,0,0,0,5,111,2.728767123,2802,7575,-0.009,1,3,-0.09,-0.09,0,-0.001,46867,40112,22493,111,-0.058113773,-0.125186916,2,0
82,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-300000000,300000000,0,0,0,0,268,19.04931507,2017,5475,-0.007,10,25,0.46,0.465,-0.005,-0.005,6553,5998,939,268,-0.070344828,-0.010689655,2,2
1298,15,6,0,0,14,15,6,0,0,0,35700000000,29000000000,0,0,-39900000000,-23800000000,-1000000000,0,0,0,6,26,8.117808219,4514,12857,0.002,5,10,-0.04,-0.05,0.01,0.005,81759,65568,57359,26,-0.024338973,-0.097554594,2,2
748,4,1,0,0,1,1,0,0,0,0,-10000000000,10000000000,0,0,100000000,-100000000,0,0,0,0,9,27,1.531506849,2801,4911,-0.008,1,3,-0.115,-0.14,0.025,0.005,20840,17299,10058,27,-0.084964539,-0.032606383,2,2
1329,0,0,0,0,10,15,0,1,0,0,0,0,0,0,1.659E+11,-1.137E+11,0,-1.196E+11,0,0,8,119,9.021917808,4507,10756,-0.003,5,10,0.024,0.015,0.009,-0.015,80636,65354,68491,119,-0.3242891,-0.422144161,2,0
1340,0,1,0,0,22,7,1,0,0,0,0,-30000000000,0,0,1.419E+11,-81500000000,26400000000,0,0,0,8,188,9.523287671,4507,10756,-0.003,5,10,0.035,0.03,0.005,-0.015,74171,65338,49276,188,-0.060365297,-0.103483354,2,2
1283,1,0,0,0,25,28,2,2,0,0,100000000,0,0,0,-6100000000,8100000000,-2100000000,0,0,0,0,193,7.542465753,4505,10517,-0.006,5,10,-0.045,-0.045,0,0,27490,21974,17598,193,-0.308987109,-0.363402394,2,0
1082,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-11200000000,0,0,0,0,3,220,4.495890411,3004,9967,0.002,3,5,-0.079,-0.085,0.006,0,50432,40056,5948,220,-0.007719457,-0.135188679,2,1
1064,2,2,0,0,0,6,1,0,0,0,200000000,0,0,0,0,0,-200000000,0,0,0,9,8,4.032876712,3003,6580,-0.012,3,5,-0.1,-0.115,0.015,0,24084,19901,7839,8,-0.062370466,-0.058261658,2,0
1082,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-11200000000,0,0,0,0,3,220,4.495890411,3004,9967,0.002,3,5,-0.079,-0.085,0.006,0,50432,40056,5948,220,-0.007719457,-0.135188679,2,1
1304,15,0,0,0,21,9,0,0,0,0,-8200000000,0,0,0,20700000000,-12500000000,0,0,0,0,0,26,8.04109589,4505,10517,-0.006,5,10,-0.025,-0.025,0,0,81759,65568,57624,26,-0.033267025,-0.105791219,2,2
748,4,1,0,0,1,1,0,0,0,0,-10000000000,10000000000,0,0,100000000,-100000000,0,0,0,0,9,27,1.531506849,2801,4911,-0.008,1,3,-0.115,-0.14,0.025,0.005,20840,17299,10058,27,-0.084964539,-0.032606383,2,2
1030,2,1,0,0,3,4,0,0,0,0,0,10000000000,0,0,1500000000,-11500000000,0,0,0,0,9,262,3.284931507,3003,6580,-0.012,3,5,-0.11,-0.126,0.016,0.004,47219,40063,24303,262,-0.033437041,-0.08752128,2,0
665,13,6,0,0,23,23,0,0,0,0,-19600000000,34000000000,0,0,-7800000000,-6600000000,0,0,0,0,9,287,29.79726027,1007,2811,-0.004,25,-1,0.785,0.795,-0.01,-0.004,8489,7232,8178,287,-0.084372486,-0.037272727,2,2
1267,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-10000000000,0,0,0,0,2,55,6.989041096,4503,17126,0,5,10,-0.045,-0.045,0,0,78679,65714,38140,55,-0.019545455,-0.334918033,2,1
523,3,3,0,0,11,7,3,0,0,0,32600000000,-32600000000,0,0,-100000000,-300000000,400000000,0,0,0,0,146,19.30136986,2017,5475,-0.007,10,25,0.545,0.55,-0.005,-0.005,36976,29868,8175,146,-0.062621083,-0.042849003,2,0
1484,0,1,0,0,0,0,0,0,0,0,0,-300000000,0,0,0,0,0,0,0,0,4,18,7.726027397,4512,16888,0.014,5,10,-0.03,-0.039,0.009,-0.01,6993,6456,3020,18,-0.081447028,-0.105,2,1
941,2,0,0,0,4,3,2,0,0,0,-4600000000,0,0,0,8000000000,-3400000000,0,0,0,0,6,81,2.112328767,2807,8563,0.005,1,3,-0.19,-0.195,0.005,0.005,55873,49074,35410,81,-0.050560748,-0.064080997,2,2
976,2,0,0,0,19,28,0,0,0,0,13400000000,0,0,0,16400000000,-29800000000,0,0,0,0,9,90,2.780821918,2801,4911,-0.008,1,3,-0.115,-0.135,0.02,0.004,84655,70411,56410,90,-0.078464351,-0.089323583,2,0
1122,5,3,0,0,26,17,0,0,0,0,-7900000000,1600000000,0,0,13800000000,-7500000000,0,0,0,0,6,6,4.367123288,3004,10410,0.006,3,5,-0.159,-0.165,0.006,0.005,75566,65223,54430,6,-0.111302448,-0.105270979,2,2
379,5,0,0,0,3,1,0,0,0,0,1500000000,0,0,0,-1000000000,-500000000,0,0,0,0,9,165,14.53972603,2009,4992,-0.017,10,25,0.24,0.245,-0.005,-0.005,22011,20073,2592,165,-0.050394089,0.002758621,2,0
441,16,3,0,0,0,1,0,0,0,0,0,300000000,0,0,0,-300000000,0,0,0,0,9,171,15.7890411,2009,4992,-0.017,10,25,0.31,0.315,-0.005,-0.005,13305,10977,2513,171,-0.075660793,0.008414097,2,2
518,2,2,0,0,12,6,0,0,0,0,-10500000000,0,0,0,13600000000,-3100000000,0,0,0,0,0,29,19.04931507,2017,5475,-0.007,10,25,0.545,0.55,-0.005,-0.005,36912,29978,14464,29,-0.034296219,-0.039726891,2,2
342,29,1,0,0,0,0,0,0,0,0,-4300000000,4300000000,0,0,0,0,0,0,0,0,0,250,13.79178082,2017,5475,-0.007,10,25,0.21,0.215,-0.005,-0.005,11104,10025,1142,250,-0.082231579,-0.094280702,2,2
265,0,0,0,0,8,3,0,0,0,0,0,0,0,0,10800000000,-4500000000,0,0,0,0,8,95,12.27671233,2009,4236,-0.005,10,25,0.145,0.139,0.006,-0.016,34573,30244,15860,95,-0.093049327,-0.131430636,2,0
609,2,0,0,0,5,1,0,0,0,0,100000000,0,0,0,-600000000,500000000,0,0,0,0,9,126,27.30136986,1007,2811,-0.004,25,-1,0.675,0.685,-0.01,-0.005,20935,18354,7590,126,-0.084601449,-0.028586957,2,0
442,2,1,0,0,0,6,3,0,0,0,-16800000000,13300000000,0,0,0,0,3500000000,0,0,0,0,171,15.79452055,2017,5475,-0.007,10,25,0.32,0.325,-0.005,-0.005,13305,10977,2513,171,-0.078033033,-0.01948949,2,2
731,2,0,0,0,2,2,0,0,0,0,-200000000,0,0,0,200000000,0,0,0,0,0,6,169,1.112328767,2807,8563,0.005,1,3,-0.209,-0.209,0,0.001,18930,17279,7161,169,-0.024310345,-0.032482759,2,2
541,19,1,0,0,8,3,0,0,0,0,-7500000000,10000000000,0,0,0,-2500000000,0,0,0,0,0,161,10.04109589,2017,5475,-0.007,10,25,0.04,0.045,-0.005,-0.005,16709,14575,8615,161,-0.106995013,-0.039283042,2,2
754,20,1,0,0,4,2,0,0,0,0,-7800000000,22800000000,0,0,0,-15000000000,0,0,0,0,9,51,1.531506849,2801,4911,-0.008,1,3,-0.115,-0.14,0.025,0.005,39683,34435,14426,51,-0.077212911,-0.061396648,2,2
895,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-5000000000,0,0,0,0,7,111,2.747945205,2801,10792,0.007,1,3,-0.105,-0.105,0,-0.001,46867,40112,22493,111,-0.050100188,-0.11697026,2,1
1337,53,4,0,0,23,14,0,0,0,0,1.655E+11,-1.589E+11,0,0,-3600000000,-3000000000,0,0,0,0,6,188,9.619178082,4514,12857,0.002,5,10,0.015,0.005,0.01,0.005,74171,65338,44796,188,-0.055802623,-0.038775765,2,2
