,contract_count_10,contract_count_11,contract_count_14,contract_count_15,contract_count_20,contract_count_21,contract_count_24,contract_count_25,contract_count_30,contract_count_31,contract_face_10,contract_face_11,contract_face_14,contract_face_15,contract_face_20,contract_face_21,contract_face_24,contract_face_25,contract_face_30,contract_face_31,date,stock_snm_x,zanzon,bid,offer,rate,remaining_years_from,remaining_years_to,simple_yield_1days_from_ope,simple_yield_2days_from_ope,simple_yield_fluctuation_2to1,simple_yield_fluctuation_3to2,amount_sum,bid_price,balance,stock_snm_x.1,aggre_rate_buy,aggre_rate_sell,fluctuation_buy_rate,fluctuation_sell_rate
782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,252,2.002739726,2802,7575,-0.009,1,3,-0.145,-0.145,0,-0.001,24994,23256,17301,252,-0.065,0.01,1,1
783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,252,2.002739726,2805,9329,0.001,1,3,-0.144,-0.15,0.006,0.005,24994,23256,17301,252,-0.065,0.01,1,1
784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,252,2.002739726,2801,10792,0.007,1,3,-0.155,-0.155,0,0,24994,23256,17301,252,-0.065,0.01,1,1
785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,252,2.002739726,2806,8089,-0.002,1,3,-0.154,-0.154,0,-0.005,24994,23256,18677,252,-0.065,0.01,1,1
786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,173,2.002739726,2807,8563,0.005,1,3,-0.158,-0.159,0.001,0.001,27061,22827,17301,173,-0.07,0.01,1,1
787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,173,2.002739726,2802,7575,-0.009,1,3,-0.145,-0.145,0,-0.001,27061,22827,21390,173,-0.05,0.01,1,1
788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,173,2.002739726,2805,9329,0.001,1,3,-0.144,-0.15,0.006,0.005,27061,22827,21390,173,-0.05,0.01,1,1
789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,173,2.002739726,2801,10792,0.007,1,3,-0.155,-0.155,0,0,27061,22827,21390,173,-0.05,0.01,1,1
790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173,2.002739726,2806,8089,-0.002,1,3,-0.154,-0.154,0,-0.005,27061,22827,17301,173,-0.05,0.01,1,1
792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,274,2,2802,7575,-0.009,1,3,-0.13,-0.13,0,-0.001,25885,20915,9298,274,-0.5,-0.51,1,1
793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,274,2,2805,9329,0.001,1,3,-0.129,-0.134,0.005,0.001,25885,20915,9298,274,-0.5,-0.51,1,1
794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,274,2,2801,10792,0.007,1,3,-0.135,-0.135,0,0,25885,20915,9298,274,-0.5,-0.51,1,1
795,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-400000000,400000000,0,0,0,0,9,274,1.016438356,2801,4911,-0.008,1,3,-0.133,-0.155,0.022,0.003,25885,20915,15857,274,-0.5,-0.502,1,2
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,209,2,2802,7575,-0.009,1,3,-0.11,-0.11,0,-0.001,23150,20903,8988,209,-0.5,-0.5,1,1
798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,209,2,2805,9329,0.001,1,3,-0.11,-0.12,0.01,0.005,23150,20903,8988,209,-0.5,-0.5,1,1
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,209,2,2801,10792,0.007,1,3,-0.125,-0.125,0,0,23150,20903,8988,209,-0.5,-0.5,1,1
800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,209,2,2806,8089,-0.002,1,3,-0.12,-0.12,0,-0.005,23150,20903,9298,209,-0.5,-0.5,1,1
801,0,0,0,0,4,1,0,2,0,0,0,0,0,0,100000000,100000000,0,-200000000,0,0,9,209,1.098630137,2801,4911,-0.008,1,3,-0.125,-0.15,0.025,0.004,23150,20903,9298,209,-0.5,-0.509411765,1,2
802,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,132,1.265753425,2807,8563,0.005,1,3,-0.209,-0.209,0,0.001,22999,21459,8776,132,-0.2,-0.0316,1,1
803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,132,2,2802,7575,-0.009,1,3,-0.11,-0.11,0,-0.001,22999,21459,10976,132,-0.15,-0.31,1,1
804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,132,2,2805,9329,0.001,1,3,-0.11,-0.12,0.01,0.005,22999,21459,10976,132,-0.15,-0.31,1,1
805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,132,2,2801,10792,0.007,1,3,-0.125,-0.125,0,0,22999,21459,10976,132,-0.15,-0.31,1,1
806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,132,2,2806,8089,-0.002,1,3,-0.12,-0.12,0,-0.005,22999,21459,8984,132,-0.15,-0.31,1,1
809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,105,2,2802,7575,-0.009,1,3,-0.105,-0.105,0,-0.001,24567,20843,9053,105,-0.3,-0.51,1,1
810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,105,2,2805,9329,0.001,1,3,-0.105,-0.115,0.01,0.005,24567,20843,9053,105,-0.3,-0.51,1,1
811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,105,2,2801,10792,0.007,1,3,-0.12,-0.12,0,0,24567,20843,9053,105,-0.3,-0.51,1,1
812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105,2,2806,8089,-0.002,1,3,-0.115,-0.115,0,-0.005,24567,20843,10971,105,-0.3,-0.51,1,1
814,0,0,0,0,7,6,0,0,0,0,0,0,0,0,100000000,-100000000,0,0,0,0,6,219,1.432876712,2807,8563,0.005,1,3,-0.21,-0.213,0.003,0.002,23302,20975,9038,219,-0.4,-0.455625,1,0
815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,219,1.994520548,2802,7575,-0.009,1,3,-0.11,-0.11,0,-0.001,23302,20975,14581,219,-0.38,-0.38,1,1
816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,219,1.994520548,2805,9329,0.001,1,3,-0.11,-0.12,0.01,0.005,23302,20975,14581,219,-0.38,-0.38,1,1
817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,219,1.994520548,2801,10792,0.007,1,3,-0.125,-0.125,0,-0.001,23302,20975,14581,219,-0.38,-0.38,1,1
818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,219,1.994520548,2806,8089,-0.002,1,3,-0.12,-0.12,0,-0.005,23302,20975,9053,219,-0.38,-0.38,1,1
819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,219,1.994520548,2801,4911,-0.008,1,3,-0.125,-0.15,0.025,0.004,23302,20975,9053,219,-0.38,-0.38,1,1
821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,192,2,2802,7575,-0.009,1,3,-0.11,-0.11,0,-0.001,26139,20845,10104,192,-0.416666667,-0.51,1,1
822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,192,2,2805,9329,0.001,1,3,-0.11,-0.12,0.01,0.005,26139,20845,10104,192,-0.416666667,-0.51,1,1
823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,192,2,2801,10792,0.007,1,3,-0.125,-0.125,0,-0.001,26139,20845,10104,192,-0.416666667,-0.51,1,1
824,0,0,0,0,1,0,0,0,0,0,0,0,0,0,200000000,0,0,0,0,0,1,192,1.419178082,2806,8089,-0.002,1,3,-0.12,-0.12,0,-0.005,26139,20845,14581,192,-0.416666667,-0.51,1,1
825,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,192,1.435616438,2801,4911,-0.008,1,3,-0.125,-0.15,0.025,0.005,26139,20845,14581,192,-0.416666667,-0.49,1,1
827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,207,2,2802,7575,-0.009,1,3,-0.11,-0.11,0,-0.001,26067,20809,15696,207,-0.45,-0.46,1,1
828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,207,2,2805,9329,0.001,1,3,-0.11,-0.12,0.01,0.005,26067,20809,15696,207,-0.45,-0.46,1,1
829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,207,2,2801,10792,0.007,1,3,-0.125,-0.125,0,-0.001,26067,20809,15696,207,-0.45,-0.46,1,1
830,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000000000,0,0,0,0,0,1,207,1.501369863,2806,8089,-0.002,1,3,-0.12,-0.12,0,-0.005,26067,20809,10104,207,-0.45,-0.46,1,1
833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,280,1.997260274,2802,7575,-0.009,1,3,-0.11,-0.11,0,-0.001,25555,20942,12452,280,-0.098970588,-0.106470588,1,1
834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,280,1.997260274,2805,9329,0.001,1,3,-0.11,-0.12,0.01,0.005,25555,20942,12452,280,-0.098970588,-0.106470588,1,1
835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,280,1.997260274,2801,10792,0.007,1,3,-0.125,-0.125,0,-0.001,25555,20942,12452,280,-0.098970588,-0.106470588,1,1
836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,280,1.997260274,2806,8089,-0.002,1,3,-0.12,-0.12,0,-0.005,25555,20942,15657,280,-0.098970588,-0.106470588,1,1
839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,97,2,2802,7575,-0.009,1,3,-0.11,-0.11,0,-0.001,26435,20944,9140,97,-0.098816568,-0.105699374,1,1
840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,97,2,2805,9329,0.001,1,3,-0.11,-0.12,0.01,0.005,26435,20944,9140,97,-0.098816568,-0.105699374,1,1
841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,97,2,2801,10792,0.007,1,3,-0.125,-0.125,0,-0.001,26435,20944,9140,97,-0.098816568,-0.105699374,1,1
842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,2,2806,8089,-0.002,1,3,-0.12,-0.12,0,-0.005,26435,20944,12452,97,-0.098816568,-0.105699374,1,1
845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,182,2,2802,7575,-0.009,1,3,-0.11,-0.11,0,-0.001,23738,20875,2424,182,-0.091053792,-0.14,1,1
846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,182,2,2805,9329,0.001,1,3,-0.11,-0.12,0.01,0.005,23738,20875,2424,182,-0.091053792,-0.14,1,1
847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,182,2,2801,10792,0.007,1,3,-0.125,-0.125,0,-0.001,23738,20875,2424,182,-0.091053792,-0.14,1,1
848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,182,2,2806,8089,-0.002,1,3,-0.12,-0.12,0,-0.005,23738,20875,9099,182,-0.091053792,-0.14,1,1
851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,197,1.994520548,2802,7575,-0.009,1,3,-0.105,-0.105,0,-0.001,22771,19882,7898,197,-0.091729323,-0.097719298,1,1
852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,197,1.994520548,2805,9329,0.001,1,3,-0.105,-0.115,0.01,0.005,22771,19882,7898,197,-0.091729323,-0.097719298,1,1
853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,197,1.994520548,2801,10792,0.007,1,3,-0.12,-0.12,0,0,22771,19882,7898,197,-0.091729323,-0.097719298,1,1
854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,197,1.994520548,2806,8089,-0.002,1,3,-0.115,-0.115,0,-0.005,22771,19882,2411,197,-0.091729323,-0.097719298,1,1
856,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,1.860273973,2807,8563,0.005,1,3,-0.205,-0.21,0.005,0.005,21430,17345,5445,14,-0.022939959,-0.089772257,1,0
857,3,1,0,0,0,0,0,0,0,0,21000000000,-500000000,0,0,0,0,0,0,0,0,5,14,1.726027397,2802,7575,-0.009,1,3,-0.105,-0.105,0,-0.001,21430,17345,11560,14,-0.032731377,0.1,1,2
860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,3.542465753,3007,9577,-0.008,3,5,-0.114,-0.114,0,-0.004,21430,17345,5643,14,-0.040308748,-0.101923077,1,1
861,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,1.778082192,2801,4911,-0.008,1,3,-0.12,-0.145,0.025,0.005,21430,17345,5643,14,-0.047411095,-0.061123755,1,1
863,0,1,0,0,0,0,0,0,0,0,0,-50000000000,0,0,0,0,0,0,0,0,5,107,1.978082192,2802,7575,-0.009,1,3,-0.1,-0.1,0,-0.001,42441,36567,8030,107,-0.061001698,-0.070320334,1,1
866,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4700000000,0,0,0,0,0,1,107,2.01369863,2806,8089,-0.002,1,3,-0.109,-0.109,0,-0.004,42441,36567,16872,107,-0.056138311,-0.070320334,1,2
869,0,1,0,0,0,0,0,0,0,0,0,-5000000000,0,0,0,0,0,0,0,0,5,204,1.978082192,2802,7575,-0.009,1,3,-0.1,-0.1,0,-0.001,20935,19230,25883,204,-0.019419355,-0.115582113,1,1
870,0,1,0,0,0,0,0,0,0,0,0,5000000000,0,0,0,0,0,0,0,0,3,204,1.991780822,2805,9329,0.001,1,3,-0.1,-0.11,0.01,0.005,20935,19230,25883,204,-0.014112676,-0.115582113,1,1
872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,204,3.646575343,3007,9577,-0.008,3,5,-0.109,-0.109,0,-0.004,20935,19230,5537,204,-0.016060606,-0.113333333,1,1
873,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,204,2.030136986,2801,4911,-0.008,1,3,-0.115,-0.14,0.025,0.004,20935,19230,5537,204,-0.011985112,-0.090903226,1,2
875,0,1,0,0,0,0,0,0,0,0,0,-6000000000,0,0,0,0,0,0,0,0,5,142,2.230136986,2802,7575,-0.009,1,3,-0.1,-0.1,0,-0.001,45859,38370,20328,142,-0.019880428,-0.04026087,1,1
877,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5400000000,0,0,0,0,0,7,142,2.249315069,2801,10792,0.007,1,3,-0.115,-0.115,0,-0.001,45859,38370,20328,142,-0.017461539,-0.060921162,1,2
878,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21500000000,0,0,0,0,0,1,142,2.265753425,2806,8089,-0.002,1,3,-0.108,-0.11,0.002,0,45859,38370,11537,142,-0.019824522,-0.062168388,1,2
879,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,142,2.282191781,2801,4911,-0.008,1,3,-0.119,-0.14,0.021,0.004,45859,38370,11537,142,-0.016327861,-0.067672622,1,0
881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,134,3.917808219,3003,9877,0.003,3,5,-0.1,-0.1,0,-0.001,23478,19153,8421,134,-0.029054054,-0.1,1,1
882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,134,3.917808219,3004,9967,0.002,3,5,-0.1,-0.11,0.01,0.005,23478,19153,8421,134,-0.029054054,-0.1,1,1
883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,134,3.917808219,3004,11719,0.003,3,5,-0.115,-0.115,0,-0.001,23478,19153,8421,134,-0.030066445,-0.1,1,1
884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5000000000,0,0,0,0,0,1,134,2.265753425,2806,8089,-0.002,1,3,-0.108,-0.11,0.002,0,23478,19153,8030,134,-0.030066445,-0.1,1,0
887,2,0,0,0,0,0,0,0,0,0,60000000000,0,0,0,0,0,0,0,0,0,5,36,2.479452055,2802,7575,-0.009,1,3,-0.095,-0.095,0,-0.001,70770,60084,10360,36,-0.020789198,-0.120679825,1,0
889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36,4.147945206,3004,11719,0.003,3,5,-0.11,-0.11,0,-0.001,70770,60084,10360,36,-0.019639279,-0.125035047,1,1
890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,4.147945206,3007,9577,-0.008,3,5,-0.103,-0.105,0.002,0,70770,60084,25883,36,-0.026377507,-0.121634336,1,1
897,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,111,2.780821918,2801,4911,-0.008,1,3,-0.111,-0.13,0.019,0.004,46867,40112,20328,111,-0.041548235,-0.095388235,1,1
899,1,0,0,0,0,0,0,0,0,0,15000000000,0,0,0,0,0,0,0,0,0,5,266,2.728767123,2802,7575,-0.009,1,3,-0.09,-0.09,0,-0.001,25085,20116,24309,266,-0.03739899,-0.022,1,2
900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,266,4.54520548,3004,9967,0.002,3,5,-0.09,-0.1,0.01,0.005,25085,20116,24309,266,-0.03739899,-0.048727273,1,1
904,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,228,1.112328767,2807,8563,0.005,1,3,-0.214,-0.214,0,0.001,30992,24670,19951,228,-0.091636364,-0.003131313,1,1
905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,228,2.646575343,2802,7575,-0.009,1,3,-0.12,-0.12,0,-0.001,30992,24670,45791,228,-0.1,-0.085,1,1
906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,228,2.646575343,2805,9329,0.001,1,3,-0.119,-0.124,0.005,0.001,30992,24670,45791,228,-0.07,-0.085,1,1
907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,228,2.646575343,2801,10792,0.007,1,3,-0.125,-0.125,0,-0.001,30992,24670,45791,228,-0.07,-0.085,1,1
908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,228,2.646575343,2806,8089,-0.002,1,3,-0.12,-0.12,0,-0.005,30992,24670,22409,228,-0.083888889,-0.085,1,1
911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,108,2.64109589,2802,7575,-0.009,1,3,-0.12,-0.12,0,-0.001,62023,49254,14908,108,-0.019022556,-0.21,1,1
913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,108,2.64109589,2805,9329,0.001,1,3,-0.119,-0.124,0.005,0.001,62023,49254,14908,108,-0.01448718,-0.21,1,1
914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,108,2.64109589,2801,10792,0.007,1,3,-0.125,-0.125,0,-0.001,62023,49254,14908,108,-0.01448718,-0.21,1,1
915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108,2.64109589,2806,8089,-0.002,1,3,-0.12,-0.12,0,-0.005,62023,49254,45059,108,-0.01448718,-0.21,1,1
916,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,108,1.030136986,2801,4911,-0.008,1,3,-0.125,-0.15,0.025,0.004,62023,49254,45059,108,-0.014871795,-0.061641026,1,1
917,2,0,0,0,5,0,0,0,0,0,6900000000,0,0,0,-6900000000,0,0,0,0,0,6,115,1.364383562,2807,8563,0.005,1,3,-0.209,-0.209,0,0.001,27192,24660,14690,115,-0.094712919,-0.096889952,1,0
918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,115,2.893150685,2802,7575,-0.009,1,3,-0.11,-0.11,0,-0.001,27192,24660,42432,115,-0.08,-0.13,1,1
920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,115,2.893150685,2801,10792,0.007,1,3,-0.125,-0.125,0,0,27192,24660,42432,115,-0.012894737,-0.13,1,1
921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115,2.893150685,2806,8089,-0.002,1,3,-0.119,-0.12,0.001,-0.005,27192,24660,14890,115,-0.08992823,-0.129174312,1,1
922,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,115,1.282191781,2801,4911,-0.008,1,3,-0.125,-0.15,0.025,0.005,27192,24660,14890,115,-0.08992823,-0.063349282,1,1
923,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,116,1.364383562,2807,8563,0.005,1,3,-0.209,-0.209,0,0.001,57971,49043,42336,116,-0.01,0.01,1,1
924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,116,2.898630137,2802,7575,-0.009,1,3,-0.11,-0.11,0,-0.001,57971,49043,55604,116,-0.01,-0.15,1,1
925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,116,2.898630137,2805,9329,0.001,1,3,-0.11,-0.12,0.01,0.005,57971,49043,55604,116,-0.01,-0.15,1,1
926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,116,2.898630137,2801,10792,0.007,1,3,-0.125,-0.125,0,0,57971,49043,55604,116,-0.01,-0.15,1,1
927,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-12000000000,0,0,0,0,1,116,1.265753425,2806,8089,-0.002,1,3,-0.119,-0.12,0.001,-0.005,57971,49043,42355,116,-0.01,-0.15,1,1
928,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,116,1.282191781,2801,4911,-0.008,1,3,-0.125,-0.15,0.025,0.005,57971,49043,42355,116,-0.01,0.01,1,1
930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,48,3.147945206,3003,9877,0.003,3,5,-0.11,-0.11,0,-0.001,81984,74807,58134,48,-0.085555556,-0.113636364,1,1
932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,48,3.147945206,3004,11719,0.003,3,5,-0.125,-0.125,0,-0.001,81984,74807,58134,48,-0.077061611,-0.113636364,1,1
933,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000000000,0,0,0,0,0,1,48,1.515068493,2806,8089,-0.002,1,3,-0.119,-0.12,0.001,-0.005,81984,74807,55472,48,-0.079491525,-0.113636364,1,0
936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,251,3.457534247,3003,9877,0.003,3,5,-0.11,-0.11,0,-0.001,92891,73841,35411,251,-0.041229117,-0.42,1,1
937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,251,3.457534247,3004,9967,0.002,3,5,-0.11,-0.12,0.01,0.005,92891,73841,35411,251,-0.041229117,-0.42,1,1
938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,251,3.457534247,3004,11719,0.003,3,5,-0.125,-0.125,0,-0.001,92891,73841,35411,251,-0.038733184,-0.42,1,1
942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,81,3.64109589,3003,9877,0.003,3,5,-0.1,-0.1,0,-0.001,55873,49074,12735,81,-0.098459302,-0.2,1,1
943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,81,3.64109589,3004,9967,0.002,3,5,-0.1,-0.11,0.01,0.005,55873,49074,12735,81,-0.082109005,-0.1804,1,1
944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,81,3.64109589,3004,11719,0.003,3,5,-0.115,-0.115,0,0,55873,49074,12735,81,-0.082109005,-0.1804,1,1
945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,3.64109589,3007,9577,-0.008,3,5,-0.109,-0.109,0,-0.004,55873,49074,35411,81,-0.082109005,-0.149111111,1,1
948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3.646575343,3003,9877,0.003,3,5,-0.1,-0.1,0,-0.001,26984,24589,28933,7,-0.105,-0.11,1,1
949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3.646575343,3004,9967,0.002,3,5,-0.1,-0.11,0.01,0.005,26984,24589,28933,7,-0.017037037,-0.11,1,1
950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3.646575343,3004,11719,0.003,3,5,-0.115,-0.115,0,0,26984,24589,28933,7,-0.017037037,-0.11,1,1
951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3.646575343,3007,9577,-0.008,3,5,-0.109,-0.109,0,-0.004,26984,24589,12735,7,-0.017037037,-0.11,1,1
953,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,213,2.364383562,2807,8563,0.005,1,3,-0.184,-0.19,0.006,0.005,56775,49450,28933,213,-0.014060914,-0.057402707,1,1
954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,213,3.934246575,3003,9877,0.003,3,5,-0.095,-0.095,0,-0.001,56775,49450,17202,213,-0.015331325,-0.2,1,1
955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,213,3.934246575,3004,9967,0.002,3,5,-0.095,-0.105,0.01,0.005,56775,49450,17202,213,-0.015331325,-0.2,1,1
956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,213,3.934246575,3004,11719,0.003,3,5,-0.11,-0.11,0,-0.001,56775,49450,17202,213,-0.015331325,-0.2,1,1
957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,213,3.934246575,3007,9577,-0.008,3,5,-0.103,-0.105,0.002,0,56775,49450,28933,213,-0.015331325,-0.2,1,1
958,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,213,2.282191781,2801,4911,-0.008,1,3,-0.114,-0.135,0.021,0.004,56775,49450,28933,213,-0.014416244,-0.056345178,1,2
960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,113,3.816438356,3003,9877,0.003,3,5,-0.095,-0.095,0,-0.001,29965,24553,66664,113,-0.105,-0.1625,1,1
