,Unnamed: 0,contract_count_10,contract_count_11,contract_count_14,contract_count_15,contract_count_20,contract_count_21,contract_count_24,contract_count_25,contract_count_30,contract_count_31,contract_face_10,contract_face_11,contract_face_14,contract_face_15,contract_face_20,contract_face_21,contract_face_24,contract_face_25,contract_face_30,contract_face_31,date,stock_snm_x,zanzon,bid,offer,rate,remaining_years_from,remaining_years_to,simple_yield_1days_from_ope,simple_yield_2days_from_ope,simple_yield_fluctuation_2to1,simple_yield_fluctuation_3to2,amount_sum,bid_price,balance,stock_snm_x.1,aggre_rate_buy,aggre_rate_sell,fluctuation_buy_rate,fluctuation_sell_rate
897,920,2,0,0,0,0,6,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,2,15,2.780821918,2801,4911,-0.008,1,3,-0.111,-0.13,0.019,0.004,46867,40112,20328,15,-0.041548235,-0.095388235,0,0
898,921,2,0,0,0,3,1,0,0,0,0,4200000000.0,0.0,0,0,800000000.0,-5000000000.0,0,0.0,0,0,0,136,2.8630136989999997,2807,8563,0.005,1,3,-0.174,-0.18,0.006,0.005,25085,20116,8421,136,-0.05182243,-0.037009346,1,1
899,922,1,0,0,0,0,0,0,0,0,0,15000000000.0,0.0,0,0,0.0,0.0,0,0.0,0,0,6,136,2.728767123,2802,7575,-0.009000000000000001,1,3,-0.09,-0.09,0.0,-0.001,25085,20116,24309,136,-0.03739899,-0.022000000000000002,0,2
900,923,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,9,136,4.54520548,3004,9967,0.002,3,5,-0.09,-0.1,0.01,0.005,25085,20116,24309,136,-0.03739899,-0.048727273,0,0
901,924,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0,0,0.0,-10000000000.0,0,0.0,0,0,4,136,2.747945205,2801,10792,0.006999999999999999,1,3,-0.105,-0.105,0.0,-0.001,25085,20116,24309,136,-0.03739899,-0.048727273,2,0
902,925,0,0,0,0,2,1,0,0,0,0,0.0,0.0,0,0,32000000000.0,-5000000000.0,0,0.0,0,0,8,136,2.764383562,2806,8089,-0.002,1,3,-0.098,-0.1,0.002,0.0,25085,20116,8421,136,-0.055512821,-0.063733333,2,2
903,926,2,2,0,0,1,0,0,0,0,0,61800000000.0,-61900000000.0,0,0,100000000.0,0.0,0,0.0,0,0,2,136,2.780821918,2801,4911,-0.008,1,3,-0.111,-0.13,0.019,0.004,25085,20116,8421,136,-0.054840604,-0.07238255,2,1
904,927,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,276,1.112328767,2807,8563,0.005,1,3,-0.214,-0.214,0.0,0.001,30992,24670,19951,276,-0.091636364,-0.0031313129999999997,0,0
905,928,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,6,276,2.6465753430000003,2802,7575,-0.009000000000000001,1,3,-0.12,-0.12,0.0,-0.001,30992,24670,45791,276,-0.1,-0.085,0,0
906,929,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,9,276,2.6465753430000003,2805,9329,0.001,1,3,-0.11900000000000001,-0.124,0.005,0.001,30992,24670,45791,276,-0.07,-0.085,0,0
